Table,Representation,k,Expected results,Retrieval,Evalution,COS Similary,Num documents,Mean precision and recall
stadium,linearized_row_wise,5,"Index([40, 41, 42, 43, 44], dtype='int64')","[40, 43, 41, 44, 42]","precision: 1.0
recall: 1.0","[[{'corpus_id': 40, 'score': 0.3021998405456543}, {'corpus_id': 43, 'score': 0.25895193219184875}, {'corpus_id': 41, 'score': 0.25279995799064636}, {'corpus_id': 44, 'score': 0.20313160121440887}, {'corpus_id': 42, 'score': 0.1900411993265152}]]",100,
singer,linearized_row_wise,5,"Index([45, 46, 47, 48, 49], dtype='int64')","[45, 47, 49, 46, 48]","precision: 1.0
recall: 1.0","[[{'corpus_id': 45, 'score': 0.4305700361728668}, {'corpus_id': 47, 'score': 0.34010353684425354}, {'corpus_id': 49, 'score': 0.32793670892715454}, {'corpus_id': 46, 'score': 0.3248468041419983}, {'corpus_id': 48, 'score': 0.3215099573135376}]]",100,
station_bike,linearized_row_wise,5,"Index([50, 51, 52, 53, 54], dtype='int64')","[53, 52, 54, 51, 50]","precision: 1.0
recall: 1.0","[[{'corpus_id': 53, 'score': 0.27372586727142334}, {'corpus_id': 52, 'score': 0.2736324071884155}, {'corpus_id': 54, 'score': 0.2729997932910919}, {'corpus_id': 51, 'score': 0.2578499913215637}, {'corpus_id': 50, 'score': 0.2530709505081177}]]",100,
matches,linearized_row_wise,5,"Index([55, 56, 57, 58, 59], dtype='int64')","[56, 58, 59, 57, 55]","precision: 1.0
recall: 1.0","[[{'corpus_id': 56, 'score': 0.28832265734672546}, {'corpus_id': 58, 'score': 0.2866733968257904}, {'corpus_id': 59, 'score': 0.24871818721294403}, {'corpus_id': 57, 'score': 0.24698349833488464}, {'corpus_id': 55, 'score': 0.21247592568397522}]]",100,
station_train,linearized_row_wise,5,"Index([60, 61, 62, 63, 64], dtype='int64')","[62, 61, 64, 60, 63]","precision: 1.0
recall: 1.0","[[{'corpus_id': 62, 'score': 0.3541824519634247}, {'corpus_id': 61, 'score': 0.3441096544265747}, {'corpus_id': 64, 'score': 0.32904332876205444}, {'corpus_id': 60, 'score': 0.3246903419494629}, {'corpus_id': 63, 'score': 0.2525940239429474}]]",100,
artist,linearized_row_wise,5,"Index([65, 66, 67, 68, 69], dtype='int64')","[69, 68, 66, 65, 67]","precision: 1.0
recall: 1.0","[[{'corpus_id': 69, 'score': 0.39422303438186646}, {'corpus_id': 68, 'score': 0.34547489881515503}, {'corpus_id': 66, 'score': 0.29780417680740356}, {'corpus_id': 65, 'score': 0.2729647159576416}, {'corpus_id': 67, 'score': 0.2527962028980255}]]",100,
school,linearized_row_wise,5,"Index([70, 71, 72, 73, 74], dtype='int64')","[72, 74, 73, 70, 71]","precision: 1.0
recall: 1.0","[[{'corpus_id': 72, 'score': 0.4779953360557556}, {'corpus_id': 74, 'score': 0.45020705461502075}, {'corpus_id': 73, 'score': 0.4180108308792114}, {'corpus_id': 70, 'score': 0.39579498767852783}, {'corpus_id': 71, 'score': 0.34112265706062317}]]",100,
book_club,linearized_row_wise,5,"Index([75, 76, 77, 78, 79], dtype='int64')","[77, 76, 79, 78, 75]","precision: 1.0
recall: 1.0","[[{'corpus_id': 77, 'score': 0.3583408296108246}, {'corpus_id': 76, 'score': 0.3340515196323395}, {'corpus_id': 79, 'score': 0.2759312391281128}, {'corpus_id': 78, 'score': 0.26157042384147644}, {'corpus_id': 75, 'score': 0.2605852484703064}]]",100,
Staff,linearized_row_wise,5,"Index([80, 81, 82, 83, 84], dtype='int64')","[84, 81, 83, 82, 80]","precision: 1.0
recall: 1.0","[[{'corpus_id': 84, 'score': 0.3869102895259857}, {'corpus_id': 81, 'score': 0.31665414571762085}, {'corpus_id': 83, 'score': 0.30768945813179016}, {'corpus_id': 82, 'score': 0.3032388687133789}, {'corpus_id': 80, 'score': 0.1703013926744461}]]",100,
Products,linearized_row_wise,5,"Index([85, 86, 87, 88, 89], dtype='int64')","[85, 88, 89, 87, 86]","precision: 1.0
recall: 1.0","[[{'corpus_id': 85, 'score': 0.35847097635269165}, {'corpus_id': 88, 'score': 0.28930121660232544}, {'corpus_id': 89, 'score': 0.2753016948699951}, {'corpus_id': 87, 'score': 0.2555312216281891}, {'corpus_id': 86, 'score': 0.23483239114284515}]]",100,
Addresses_customers,linearized_row_wise,5,"Index([90, 91, 92, 93, 94], dtype='int64')","[91, 94, 97, 90, 27]","precision: 0.6
recall: 0.6","[[{'corpus_id': 91, 'score': 0.17370285093784332}, {'corpus_id': 94, 'score': 0.11669410020112991}, {'corpus_id': 97, 'score': 0.11438480764627457}, {'corpus_id': 90, 'score': 0.09606950730085373}, {'corpus_id': 27, 'score': 0.08721280097961426}]]",100,
Customers,linearized_row_wise,5,"Index([95, 96, 97, 98, 99], dtype='int64')","[96, 95, 97, 99, 98]","precision: 1.0
recall: 1.0","[[{'corpus_id': 96, 'score': 0.2629949152469635}, {'corpus_id': 95, 'score': 0.23746313154697418}, {'corpus_id': 97, 'score': 0.15809780359268188}, {'corpus_id': 99, 'score': 0.09054610878229141}, {'corpus_id': 98, 'score': 0.07900018244981766}]]",100,
artists,template_based,5,"Index([0, 1, 2, 3, 4], dtype='int64')","[4, 0, 2, 1, 3]","precision: 1.0
recall: 1.0","[[{'corpus_id': 4, 'score': 0.20609906315803528}, {'corpus_id': 0, 'score': 0.17815059423446655}, {'corpus_id': 2, 'score': 0.1476684808731079}, {'corpus_id': 1, 'score': 0.14480124413967133}, {'corpus_id': 3, 'score': 0.10103453695774078}]]",100,
playlists,template_based,5,"Index([5, 6, 7, 8, 9], dtype='int64')","[8, 6, 7, 5, 9]","precision: 1.0
recall: 1.0","[[{'corpus_id': 8, 'score': 0.3032543361186981}, {'corpus_id': 6, 'score': 0.27926933765411377}, {'corpus_id': 7, 'score': 0.2518443465232849}, {'corpus_id': 5, 'score': 0.22425486147403717}, {'corpus_id': 9, 'score': 0.2018505334854126}]]",100,
chip_model,template_based,5,"Index([10, 11, 12, 13, 14], dtype='int64')","[11, 12, 13, 14, 10]","precision: 1.0
recall: 1.0","[[{'corpus_id': 11, 'score': 0.3594357669353485}, {'corpus_id': 12, 'score': 0.35586100816726685}, {'corpus_id': 13, 'score': 0.3424006998538971}, {'corpus_id': 14, 'score': 0.33731016516685486}, {'corpus_id': 10, 'score': 0.32016628980636597}]]",100,
Video_Games,template_based,5,"Index([15, 16, 17, 18, 19], dtype='int64')","[17, 18, 16, 19, 15]","precision: 1.0
recall: 1.0","[[{'corpus_id': 17, 'score': 0.380064457654953}, {'corpus_id': 18, 'score': 0.3558785021305084}, {'corpus_id': 16, 'score': 0.31914860010147095}, {'corpus_id': 19, 'score': 0.30470192432403564}, {'corpus_id': 15, 'score': 0.3025886118412018}]]",100,
employee,template_based,5,"Index([20, 21, 22, 23, 24], dtype='int64')","[22, 23, 20, 24, 21]","precision: 1.0
recall: 1.0","[[{'corpus_id': 22, 'score': 0.27770528197288513}, {'corpus_id': 23, 'score': 0.27699995040893555}, {'corpus_id': 20, 'score': 0.2688819169998169}, {'corpus_id': 24, 'score': 0.17143553495407104}, {'corpus_id': 21, 'score': 0.15784478187561035}]]",100,
Addresses,template_based,5,"Index([25, 26, 27, 28, 29], dtype='int64')","[28, 25, 27, 26, 29]","precision: 1.0
recall: 1.0","[[{'corpus_id': 28, 'score': 0.2029682844877243}, {'corpus_id': 25, 'score': 0.19661669433116913}, {'corpus_id': 27, 'score': 0.1614600419998169}, {'corpus_id': 26, 'score': 0.13715209066867828}, {'corpus_id': 29, 'score': 0.13479581475257874}]]",100,
city,template_based,5,"Index([30, 31, 32, 33, 34], dtype='int64')","[32, 34, 33, 31, 30]","precision: 1.0
recall: 1.0","[[{'corpus_id': 32, 'score': 0.49513107538223267}, {'corpus_id': 34, 'score': 0.4906611144542694}, {'corpus_id': 33, 'score': 0.47626566886901855}, {'corpus_id': 31, 'score': 0.4630257487297058}, {'corpus_id': 30, 'score': 0.4077970087528229}]]",100,
shop,template_based,5,"Index([35, 36, 37, 38, 39], dtype='int64')","[36, 35, 38, 37, 39]","precision: 1.0
recall: 1.0","[[{'corpus_id': 36, 'score': 0.2308838814496994}, {'corpus_id': 35, 'score': 0.22433631122112274}, {'corpus_id': 38, 'score': 0.22087642550468445}, {'corpus_id': 37, 'score': 0.1758510172367096}, {'corpus_id': 39, 'score': 0.15738606452941895}]]",100,
stadium,template_based,5,"Index([40, 41, 42, 43, 44], dtype='int64')","[40, 43, 41, 44, 42]","precision: 1.0
recall: 1.0","[[{'corpus_id': 40, 'score': 0.29625797271728516}, {'corpus_id': 43, 'score': 0.2553074359893799}, {'corpus_id': 41, 'score': 0.24094174802303314}, {'corpus_id': 44, 'score': 0.20932836830615997}, {'corpus_id': 42, 'score': 0.19744032621383667}]]",100,
singer,template_based,5,"Index([45, 46, 47, 48, 49], dtype='int64')","[45, 47, 49, 48, 46]","precision: 1.0
recall: 1.0","[[{'corpus_id': 45, 'score': 0.42046403884887695}, {'corpus_id': 47, 'score': 0.34727638959884644}, {'corpus_id': 49, 'score': 0.33874210715293884}, {'corpus_id': 48, 'score': 0.3385632634162903}, {'corpus_id': 46, 'score': 0.3276844322681427}]]",100,
station_bike,template_based,5,"Index([50, 51, 52, 53, 54], dtype='int64')","[53, 54, 52, 51, 50]","precision: 1.0
recall: 1.0","[[{'corpus_id': 53, 'score': 0.26671674847602844}, {'corpus_id': 54, 'score': 0.26537954807281494}, {'corpus_id': 52, 'score': 0.26537397503852844}, {'corpus_id': 51, 'score': 0.24718323349952698}, {'corpus_id': 50, 'score': 0.24133479595184326}]]",100,
matches,template_based,5,"Index([55, 56, 57, 58, 59], dtype='int64')","[56, 58, 59, 57, 55]","precision: 1.0
recall: 1.0","[[{'corpus_id': 56, 'score': 0.284150093793869}, {'corpus_id': 58, 'score': 0.2691739797592163}, {'corpus_id': 59, 'score': 0.23493307828903198}, {'corpus_id': 57, 'score': 0.2315370887517929}, {'corpus_id': 55, 'score': 0.19643981754779816}]]",100,
station_train,template_based,5,"Index([60, 61, 62, 63, 64], dtype='int64')","[61, 62, 64, 60, 63]","precision: 1.0
recall: 1.0","[[{'corpus_id': 61, 'score': 0.3666439354419708}, {'corpus_id': 62, 'score': 0.3612138032913208}, {'corpus_id': 64, 'score': 0.34804707765579224}, {'corpus_id': 60, 'score': 0.34336844086647034}, {'corpus_id': 63, 'score': 0.2585098445415497}]]",100,
artist,template_based,5,"Index([65, 66, 67, 68, 69], dtype='int64')","[69, 68, 66, 65, 67]","precision: 1.0
recall: 1.0","[[{'corpus_id': 69, 'score': 0.3681040406227112}, {'corpus_id': 68, 'score': 0.3520590662956238}, {'corpus_id': 66, 'score': 0.3033609986305237}, {'corpus_id': 65, 'score': 0.2838244140148163}, {'corpus_id': 67, 'score': 0.25960642099380493}]]",100,
school,template_based,5,"Index([70, 71, 72, 73, 74], dtype='int64')","[72, 74, 73, 70, 71]","precision: 1.0
recall: 1.0","[[{'corpus_id': 72, 'score': 0.4619031250476837}, {'corpus_id': 74, 'score': 0.4277075529098511}, {'corpus_id': 73, 'score': 0.4141494035720825}, {'corpus_id': 70, 'score': 0.38865289092063904}, {'corpus_id': 71, 'score': 0.33350661396980286}]]",100,
book_club,template_based,5,"Index([75, 76, 77, 78, 79], dtype='int64')","[77, 76, 78, 79, 75]","precision: 1.0
recall: 1.0","[[{'corpus_id': 77, 'score': 0.3812953233718872}, {'corpus_id': 76, 'score': 0.3511738181114197}, {'corpus_id': 78, 'score': 0.2857305109500885}, {'corpus_id': 79, 'score': 0.26396775245666504}, {'corpus_id': 75, 'score': 0.25982120633125305}]]",100,
Staff,template_based,5,"Index([80, 81, 82, 83, 84], dtype='int64')","[84, 81, 82, 83, 80]","precision: 1.0
recall: 1.0","[[{'corpus_id': 84, 'score': 0.4007648527622223}, {'corpus_id': 81, 'score': 0.32625821232795715}, {'corpus_id': 82, 'score': 0.31840264797210693}, {'corpus_id': 83, 'score': 0.3102361857891083}, {'corpus_id': 80, 'score': 0.18926696479320526}]]",100,
Products,template_based,5,"Index([85, 86, 87, 88, 89], dtype='int64')","[85, 89, 88, 87, 86]","precision: 1.0
recall: 1.0","[[{'corpus_id': 85, 'score': 0.36216995120048523}, {'corpus_id': 89, 'score': 0.29117849469184875}, {'corpus_id': 88, 'score': 0.2853909432888031}, {'corpus_id': 87, 'score': 0.2554260790348053}, {'corpus_id': 86, 'score': 0.250523179769516}]]",100,
Addresses_customers,template_based,5,"Index([90, 91, 92, 93, 94], dtype='int64')","[91, 97, 27, 29, 93]","precision: 0.4
recall: 0.4","[[{'corpus_id': 91, 'score': 0.14321400225162506}, {'corpus_id': 97, 'score': 0.12228664010763168}, {'corpus_id': 27, 'score': 0.09603157639503479}, {'corpus_id': 29, 'score': 0.09497161954641342}, {'corpus_id': 93, 'score': 0.08901335299015045}]]",100,
Customers,template_based,5,"Index([95, 96, 97, 98, 99], dtype='int64')","[96, 95, 97, 99, 98]","precision: 1.0
recall: 1.0","[[{'corpus_id': 96, 'score': 0.29386377334594727}, {'corpus_id': 95, 'score': 0.24557891488075256}, {'corpus_id': 97, 'score': 0.17948028445243835}, {'corpus_id': 99, 'score': 0.11205358803272247}, {'corpus_id': 98, 'score': 0.10783681273460388}]]",100,
artists,markdown,5,"Index([0, 1, 2, 3, 4], dtype='int64')","[1, 4, 0, 2, 3]","precision: 1.0
recall: 1.0","[[{'corpus_id': 1, 'score': 0.1937352418899536}, {'corpus_id': 4, 'score': 0.1743399053812027}, {'corpus_id': 0, 'score': 0.16810618340969086}, {'corpus_id': 2, 'score': 0.12043727189302444}, {'corpus_id': 3, 'score': 0.08179723471403122}]]",100,
playlists,markdown,5,"Index([5, 6, 7, 8, 9], dtype='int64')","[8, 6, 7, 9, 5]","precision: 1.0
recall: 1.0","[[{'corpus_id': 8, 'score': 0.2804144322872162}, {'corpus_id': 6, 'score': 0.241334930062294}, {'corpus_id': 7, 'score': 0.20505288243293762}, {'corpus_id': 9, 'score': 0.18240249156951904}, {'corpus_id': 5, 'score': 0.17602984607219696}]]",100,
chip_model,markdown,5,"Index([10, 11, 12, 13, 14], dtype='int64')","[11, 12, 13, 10, 14]","precision: 1.0
recall: 1.0","[[{'corpus_id': 11, 'score': 0.40508487820625305}, {'corpus_id': 12, 'score': 0.38732245564460754}, {'corpus_id': 13, 'score': 0.37703371047973633}, {'corpus_id': 10, 'score': 0.3600057363510132}, {'corpus_id': 14, 'score': 0.35728734731674194}]]",100,
Video_Games,markdown,5,"Index([15, 16, 17, 18, 19], dtype='int64')","[17, 18, 15, 16, 19]","precision: 1.0
recall: 1.0","[[{'corpus_id': 17, 'score': 0.4049225449562073}, {'corpus_id': 18, 'score': 0.3514426350593567}, {'corpus_id': 15, 'score': 0.3185290992259979}, {'corpus_id': 16, 'score': 0.31368836760520935}, {'corpus_id': 19, 'score': 0.30870321393013}]]",100,
employee,markdown,5,"Index([20, 21, 22, 23, 24], dtype='int64')","[22, 23, 20, 24, 21]","precision: 1.0
recall: 1.0","[[{'corpus_id': 22, 'score': 0.2770671844482422}, {'corpus_id': 23, 'score': 0.26560866832733154}, {'corpus_id': 20, 'score': 0.244683176279068}, {'corpus_id': 24, 'score': 0.1518218070268631}, {'corpus_id': 21, 'score': 0.14727257192134857}]]",100,
Addresses,markdown,5,"Index([25, 26, 27, 28, 29], dtype='int64')","[25, 28, 27, 29, 26]","precision: 1.0
recall: 1.0","[[{'corpus_id': 25, 'score': 0.21143758296966553}, {'corpus_id': 28, 'score': 0.1918310523033142}, {'corpus_id': 27, 'score': 0.1502763330936432}, {'corpus_id': 29, 'score': 0.1358809918165207}, {'corpus_id': 26, 'score': 0.11748185008764267}]]",100,
city,markdown,5,"Index([30, 31, 32, 33, 34], dtype='int64')","[32, 34, 33, 31, 30]","precision: 1.0
recall: 1.0","[[{'corpus_id': 32, 'score': 0.4617982506752014}, {'corpus_id': 34, 'score': 0.4345279335975647}, {'corpus_id': 33, 'score': 0.42709118127822876}, {'corpus_id': 31, 'score': 0.41786348819732666}, {'corpus_id': 30, 'score': 0.3883722424507141}]]",100,
shop,markdown,5,"Index([35, 36, 37, 38, 39], dtype='int64')","[35, 38, 36, 37, 39]","precision: 1.0
recall: 1.0","[[{'corpus_id': 35, 'score': 0.2392256110906601}, {'corpus_id': 38, 'score': 0.22053061425685883}, {'corpus_id': 36, 'score': 0.20672214031219482}, {'corpus_id': 37, 'score': 0.1784786880016327}, {'corpus_id': 39, 'score': 0.16543957591056824}]]",100,
stadium,markdown,5,"Index([40, 41, 42, 43, 44], dtype='int64')","[40, 43, 41, 44, 42]","precision: 1.0
recall: 1.0","[[{'corpus_id': 40, 'score': 0.29450854659080505}, {'corpus_id': 43, 'score': 0.25555089116096497}, {'corpus_id': 41, 'score': 0.2514738440513611}, {'corpus_id': 44, 'score': 0.20052292943000793}, {'corpus_id': 42, 'score': 0.1893518716096878}]]",100,
singer,markdown,5,"Index([45, 46, 47, 48, 49], dtype='int64')","[45, 48, 49, 46, 47]","precision: 1.0
recall: 1.0","[[{'corpus_id': 45, 'score': 0.45716533064842224}, {'corpus_id': 48, 'score': 0.37944042682647705}, {'corpus_id': 49, 'score': 0.3793909549713135}, {'corpus_id': 46, 'score': 0.3688831925392151}, {'corpus_id': 47, 'score': 0.3660419285297394}]]",100,
station_bike,markdown,5,"Index([50, 51, 52, 53, 54], dtype='int64')","[54, 52, 53, 50, 51]","precision: 1.0
recall: 1.0","[[{'corpus_id': 54, 'score': 0.24896438419818878}, {'corpus_id': 52, 'score': 0.24108336865901947}, {'corpus_id': 53, 'score': 0.23815672099590302}, {'corpus_id': 50, 'score': 0.2307303100824356}, {'corpus_id': 51, 'score': 0.2266675978899002}]]",100,
matches,markdown,5,"Index([55, 56, 57, 58, 59], dtype='int64')","[59, 58, 56, 55, 57]","precision: 1.0
recall: 1.0","[[{'corpus_id': 59, 'score': 0.17066247761249542}, {'corpus_id': 58, 'score': 0.15558451414108276}, {'corpus_id': 56, 'score': 0.1413842737674713}, {'corpus_id': 55, 'score': 0.13564260303974152}, {'corpus_id': 57, 'score': 0.13490407168865204}]]",100,
station_train,markdown,5,"Index([60, 61, 62, 63, 64], dtype='int64')","[64, 60, 62, 61, 63]","precision: 1.0
recall: 1.0","[[{'corpus_id': 64, 'score': 0.35223180055618286}, {'corpus_id': 60, 'score': 0.350252240896225}, {'corpus_id': 62, 'score': 0.3387238383293152}, {'corpus_id': 61, 'score': 0.3237985670566559}, {'corpus_id': 63, 'score': 0.2976345717906952}]]",100,
artist,markdown,5,"Index([65, 66, 67, 68, 69], dtype='int64')","[69, 68, 66, 65, 67]","precision: 1.0
recall: 1.0","[[{'corpus_id': 69, 'score': 0.3932061195373535}, {'corpus_id': 68, 'score': 0.35587355494499207}, {'corpus_id': 66, 'score': 0.3102547228336334}, {'corpus_id': 65, 'score': 0.2660744786262512}, {'corpus_id': 67, 'score': 0.26541438698768616}]]",100,
school,markdown,5,"Index([70, 71, 72, 73, 74], dtype='int64')","[72, 74, 73, 70, 71]","precision: 1.0
recall: 1.0","[[{'corpus_id': 72, 'score': 0.44337645173072815}, {'corpus_id': 74, 'score': 0.41633549332618713}, {'corpus_id': 73, 'score': 0.40626078844070435}, {'corpus_id': 70, 'score': 0.3850421905517578}, {'corpus_id': 71, 'score': 0.32399407029151917}]]",100,
book_club,markdown,5,"Index([75, 76, 77, 78, 79], dtype='int64')","[77, 76, 79, 78, 75]","precision: 1.0
recall: 1.0","[[{'corpus_id': 77, 'score': 0.36378178000450134}, {'corpus_id': 76, 'score': 0.30974990129470825}, {'corpus_id': 79, 'score': 0.29671984910964966}, {'corpus_id': 78, 'score': 0.25640156865119934}, {'corpus_id': 75, 'score': 0.2552439570426941}]]",100,
Staff,markdown,5,"Index([80, 81, 82, 83, 84], dtype='int64')","[84, 81, 83, 82, 80]","precision: 1.0
recall: 1.0","[[{'corpus_id': 84, 'score': 0.3882875144481659}, {'corpus_id': 81, 'score': 0.3189895451068878}, {'corpus_id': 83, 'score': 0.3039698898792267}, {'corpus_id': 82, 'score': 0.29756247997283936}, {'corpus_id': 80, 'score': 0.15757378935813904}]]",100,
Products,markdown,5,"Index([85, 86, 87, 88, 89], dtype='int64')","[85, 88, 89, 87, 86]","precision: 1.0
recall: 1.0","[[{'corpus_id': 85, 'score': 0.35015690326690674}, {'corpus_id': 88, 'score': 0.29499077796936035}, {'corpus_id': 89, 'score': 0.27333104610443115}, {'corpus_id': 87, 'score': 0.25917184352874756}, {'corpus_id': 86, 'score': 0.2522159218788147}]]",100,
Addresses_customers,markdown,5,"Index([90, 91, 92, 93, 94], dtype='int64')","[91, 94, 90, 97, 93]","precision: 0.8
recall: 0.8","[[{'corpus_id': 91, 'score': 0.1921183317899704}, {'corpus_id': 94, 'score': 0.15154582262039185}, {'corpus_id': 90, 'score': 0.13400691747665405}, {'corpus_id': 97, 'score': 0.1035253033041954}, {'corpus_id': 93, 'score': 0.0961557999253273}]]",100,
Customers,markdown,5,"Index([95, 96, 97, 98, 99], dtype='int64')","[96, 95, 97, 98, 99]","precision: 1.0
recall: 1.0","[[{'corpus_id': 96, 'score': 0.2889347970485687}, {'corpus_id': 95, 'score': 0.22196392714977264}, {'corpus_id': 97, 'score': 0.15332749485969543}, {'corpus_id': 98, 'score': 0.10869241505861282}, {'corpus_id': 99, 'score': 0.10302692651748657}]]",100,
artists,html_like,5,"Index([0, 1, 2, 3, 4], dtype='int64')","[4, 0, 2, 1, 6]","precision: 0.8
recall: 0.8","[[{'corpus_id': 4, 'score': 0.14491191506385803}, {'corpus_id': 0, 'score': 0.13747715950012207}, {'corpus_id': 2, 'score': 0.08034652471542358}, {'corpus_id': 1, 'score': 0.07364442944526672}, {'corpus_id': 6, 'score': 0.06792283058166504}]]",100,
playlists,html_like,5,"Index([5, 6, 7, 8, 9], dtype='int64')","[8, 6, 7, 5, 9]","precision: 1.0
recall: 1.0","[[{'corpus_id': 8, 'score': 0.23447129130363464}, {'corpus_id': 6, 'score': 0.21759842336177826}, {'corpus_id': 7, 'score': 0.17810732126235962}, {'corpus_id': 5, 'score': 0.1648291051387787}, {'corpus_id': 9, 'score': 0.1364317536354065}]]",100,
chip_model,html_like,5,"Index([10, 11, 12, 13, 14], dtype='int64')","[12, 11, 10, 14, 13]","precision: 1.0
recall: 1.0","[[{'corpus_id': 12, 'score': 0.32226938009262085}, {'corpus_id': 11, 'score': 0.31766897439956665}, {'corpus_id': 10, 'score': 0.3128455579280853}, {'corpus_id': 14, 'score': 0.31158754229545593}, {'corpus_id': 13, 'score': 0.30948328971862793}]]",100,
Video_Games,html_like,5,"Index([15, 16, 17, 18, 19], dtype='int64')","[17, 18, 15, 19, 16]","precision: 1.0
recall: 1.0","[[{'corpus_id': 17, 'score': 0.3742794692516327}, {'corpus_id': 18, 'score': 0.32014375925064087}, {'corpus_id': 15, 'score': 0.3031311631202698}, {'corpus_id': 19, 'score': 0.2966344654560089}, {'corpus_id': 16, 'score': 0.2811617851257324}]]",100,
employee,html_like,5,"Index([20, 21, 22, 23, 24], dtype='int64')","[22, 23, 20, 21, 24]","precision: 1.0
recall: 1.0","[[{'corpus_id': 22, 'score': 0.2497490644454956}, {'corpus_id': 23, 'score': 0.2487608939409256}, {'corpus_id': 20, 'score': 0.24178075790405273}, {'corpus_id': 21, 'score': 0.1522892564535141}, {'corpus_id': 24, 'score': 0.15060999989509583}]]",100,
Addresses,html_like,5,"Index([25, 26, 27, 28, 29], dtype='int64')","[28, 25, 27, 29, 26]","precision: 1.0
recall: 1.0","[[{'corpus_id': 28, 'score': 0.25990357995033264}, {'corpus_id': 25, 'score': 0.24194839596748352}, {'corpus_id': 27, 'score': 0.18714161217212677}, {'corpus_id': 29, 'score': 0.1760273277759552}, {'corpus_id': 26, 'score': 0.1687142699956894}]]",100,
city,html_like,5,"Index([30, 31, 32, 33, 34], dtype='int64')","[32, 34, 33, 31, 30]","precision: 1.0
recall: 1.0","[[{'corpus_id': 32, 'score': 0.4908887445926666}, {'corpus_id': 34, 'score': 0.47326886653900146}, {'corpus_id': 33, 'score': 0.46050775051116943}, {'corpus_id': 31, 'score': 0.4571778476238251}, {'corpus_id': 30, 'score': 0.41679245233535767}]]",100,
shop,html_like,5,"Index([35, 36, 37, 38, 39], dtype='int64')","[35, 38, 36, 37, 39]","precision: 1.0
recall: 1.0","[[{'corpus_id': 35, 'score': 0.24205555021762848}, {'corpus_id': 38, 'score': 0.23020580410957336}, {'corpus_id': 36, 'score': 0.21648143231868744}, {'corpus_id': 37, 'score': 0.17754268646240234}, {'corpus_id': 39, 'score': 0.1529029905796051}]]",100,
stadium,html_like,5,"Index([40, 41, 42, 43, 44], dtype='int64')","[43, 40, 41, 44, 42]","precision: 1.0
recall: 1.0","[[{'corpus_id': 43, 'score': 0.2708195745944977}, {'corpus_id': 40, 'score': 0.26926395297050476}, {'corpus_id': 41, 'score': 0.24973788857460022}, {'corpus_id': 44, 'score': 0.20910042524337769}, {'corpus_id': 42, 'score': 0.2089584916830063}]]",100,
singer,html_like,5,"Index([45, 46, 47, 48, 49], dtype='int64')","[45, 49, 47, 48, 46]","precision: 1.0
recall: 1.0","[[{'corpus_id': 45, 'score': 0.3929390013217926}, {'corpus_id': 49, 'score': 0.3378525972366333}, {'corpus_id': 47, 'score': 0.32820919156074524}, {'corpus_id': 48, 'score': 0.3244493007659912}, {'corpus_id': 46, 'score': 0.3112439811229706}]]",100,
station_bike,html_like,5,"Index([50, 51, 52, 53, 54], dtype='int64')","[52, 54, 53, 51, 50]","precision: 1.0
recall: 1.0","[[{'corpus_id': 52, 'score': 0.25583627820014954}, {'corpus_id': 54, 'score': 0.2535487413406372}, {'corpus_id': 53, 'score': 0.24463066458702087}, {'corpus_id': 51, 'score': 0.2281944751739502}, {'corpus_id': 50, 'score': 0.22787189483642578}]]",100,
matches,html_like,5,"Index([55, 56, 57, 58, 59], dtype='int64')","[56, 59, 58, 57, 55]","precision: 1.0
recall: 1.0","[[{'corpus_id': 56, 'score': 0.15623006224632263}, {'corpus_id': 59, 'score': 0.15339826047420502}, {'corpus_id': 58, 'score': 0.1422612965106964}, {'corpus_id': 57, 'score': 0.13460810482501984}, {'corpus_id': 55, 'score': 0.13141010701656342}]]",100,
station_train,html_like,5,"Index([60, 61, 62, 63, 64], dtype='int64')","[60, 61, 62, 64, 63]","precision: 1.0
recall: 1.0","[[{'corpus_id': 60, 'score': 0.3133945167064667}, {'corpus_id': 61, 'score': 0.3120299279689789}, {'corpus_id': 62, 'score': 0.30225899815559387}, {'corpus_id': 64, 'score': 0.276613712310791}, {'corpus_id': 63, 'score': 0.2748622000217438}]]",100,
artist,html_like,5,"Index([65, 66, 67, 68, 69], dtype='int64')","[69, 68, 65, 66, 67]","precision: 1.0
recall: 1.0","[[{'corpus_id': 69, 'score': 0.3138739764690399}, {'corpus_id': 68, 'score': 0.2829406261444092}, {'corpus_id': 65, 'score': 0.2671145796775818}, {'corpus_id': 66, 'score': 0.24029521644115448}, {'corpus_id': 67, 'score': 0.1969538778066635}]]",100,
school,html_like,5,"Index([70, 71, 72, 73, 74], dtype='int64')","[72, 73, 74, 70, 71]","precision: 1.0
recall: 1.0","[[{'corpus_id': 72, 'score': 0.37929436564445496}, {'corpus_id': 73, 'score': 0.3753989636898041}, {'corpus_id': 74, 'score': 0.37109634280204773}, {'corpus_id': 70, 'score': 0.3327701687812805}, {'corpus_id': 71, 'score': 0.265320748090744}]]",100,
